person_uuid,identifier_value,firstname,lastname,publication_list,first_letter,resolved_for,marked
113363,,Madeleiene,Thomson,"[28260979, 10780871, 7480084, 5153705, 11142147, 2851877, 8816015, 8644128, 16173024, 9881802, 24226001, 14354667, 26143037, 256498, 9685646, 4819770, 76888, 13773964, 11677216, 15699706, 1912914, 11530356, 8820230, 14825177, 14825178, 104724, 24992413, 6945444, 4193334, 769242, 11689359, 4930988, 2915765, 5906036, 9232025, 3202936, 28775663, 28943786, 28280429, 10202346, 21797535, 19113477, 27768356, 18999585, 25814893, 12468270, 3427919, 2706935, 1409768, 2143047, 2980195, 16820391, 11219697, 19985549, 19985550, 8599569, 19986493, 16660747, 17103993, 7230253, 28280437, 26709345, 25763955, 22861838, 23004963, 25814844, 23383894, 21790726, 4227974, 30836475, 4229115, 53138, 432553, 14982519, 10247901, 7204927, 29701240, 8722793, 21517374, 26041976, 26371640, 26764987, 25814907, 25814910, 25325632, 22182021, 22182080, 26770069, 1692288, 4347462, 647586, 3056259, 2548424, 9987929, 7745449, 25817459, 15283199, 19986016, 19986110, 19987543, 7389050, 26855606, 21517301, 25814852, 9663692, 9683339, 9065437, 11007230, 6981161, 3919661, 12542454, 1847800, 19984917, 2094432, 15906980, 27795553, 28316496, 12468372, 2400678, 10396348, 4063933, 2679949, 1239296, 7047579, 34351714, 9063174, 21031984, 21032292, 9448915, 3165718, 2846266, 10579981, 4043543, 2282606, 8017602, 13776657, 10221586, 5781603, 285370, 12991243, 28531539, 12622766, 10378188, 8748223, 18136282, 17325554, 12959306, 10682142, 3202937, 4489159, 6701052, 26024162, 26543401, 24972200, 27069414, 26190938, 28747847, 21770629, 26041977, 23383779, 22400826, 22587245, 4850740, 9703533, 6164997, 17489979, 2090370, 25814843, 13561640, 17199565, 7206842, 3619472, 7585368, 35776450, 28316501, 31697542, 11763719, 6619316, 17948864, 9552151, 27239314, 2679833, 9487668, 13280807, 10839601, 2893616, 20785070, 255975, 34662583, 8145097, 10774804, 9890091, 3082729, 7613030, 10693582, 14896145, 21032250, 16452977, 17903203, 18919033, 18091851, 16044677, 17805970, 13161182, 15275058, 9549172, 24032633, 8271320, 17823217, 3167746, 3167747, 4683538, 10925943, 13596553, 11016429, 28515446, 11009145, 11746519, 3841532, 6053396, 4964004, 6110942, 22216503, 1802071, 28515666, 27768323, 26949371, 26230783, 26230784, 23683193, 25814855, 25814898, 27024911, 19113978, 6309953, 15370399, 9473993, 16309479, 11986981, 3730877, 13696672, 27015473, 28316491, 28316500, 19210404, 9647149, 3260494, 18079811, 1605749, 9503034, 8389093, 13582852, 18252597, 23880971, 13665679, 2819510, 18253905, 4163900, 13568468, 11373154, 3337032, 8736929, 3469545, 4100417, 11563530, 10220635, 32724218, 18101813, 2946862, 10206264, 7748898, 15851425, 6602687, 25838792, 25838794, 26041978, 26472935, 21231581, 25983635, 25983639, 2781579, 3621901, 4024149, 3769458, 30117253, 32115645, 15089201, 3826164, 8636536, 3622538, 1900559, 19990628, 9065885, 10102185, 6127380, 31258394, 28280435, 26190940, 25995708, 23003244, 23002739, 23006356, 23004965, 25814838, 25814841, 23031098, 23004585, 9797746, 11241044, 7970907, 26380565, 27069416, 28943797, 25995709, 26457062, 26097411, 26196615, 23003240, 25814837, 25814854, 6744020, 17516969, 7586499, 8804325, 17263821, 2306135, 10383523, 28871150, 28747848, 28316487, 28316497, 9350916, 15425542, 934457, 36103277, 4129920, 11429115, 21259540, 9061680, 6915542, 9537416, 6588328, 15542508, 11274651, 5131087, 7007454, 6950257, 5934460, 8170964, 13102584, 22097593, 2322489, 1060954, 13062601, 7893629, 11915939, 201609, 8680338, 13317125, 14890245, 19625281, 2086210, 13481532, 20297314, 8410801, 11360216, 14842079, 9787817, 4389337, 28531520, 28531533, 1809251, 18545617, 6290433, 7838731, 7756916, 3259613, 18185627, 14819070, 10795652, 21797594, 24877929, 18851439, 21230890, 26190936, 27176515, 24655244, 25860734, 23004260, 22540463, 25904819, 31672256, 10160251, 6656617, 3335242, 6628624, 28943795, 15840115, 5847173, 23829728, 9557722, 9499796, 8580575, 6761368, 25814872, 22243306, 25983636, 6826024, 2971750, 2619375, 82056, 19989526, 6145767, 19990627, 10197240, 22767563, 4472822, 28280438, 28303082, 10726730, 22107623, 23003026, 28316483, 28316486, 9525548, 1884316, 2875758, 8946100, 8758139, 17163321, 9102450, 7668914, 15361488, 11290068, 9791160, 21120740, 7841826, 9832795, 11840313, 12159826, 953482, 12930294, 13143505, 11144819, 12537631, 15150947, 5361703, 8860105, 2757167, 1495640, 17716433, 3397008, 8541594, 1062737, 1070959, 3168286, 6912500, 21297814, 12573419, 18324640, 5422596, 25838797, 17155614, 25910111, 25814873, 25814877, 25814900, 25814911, 26770068, 2274570, 16220017, 10725896, 3256123, 10486107, 19990626, 21057539, 3970825, 25501158, 19095676, 24715654, 2124699, 26549981, 21866993, 25379911, 22681057, 20707647, 7815217, 2294530, 30836548, 6163569, 4238626, 16086772, 5847118, 14219864, 3947994, 28280446, 28303085, 21635083, 23679706, 32857527, 24394270, 25838793, 25838796, 25937816, 25479491, 25814875, 26770066, 25983646, 26213487, 26213488, 2001416, 22235766, 2325905, 8630499, 20469250, 20912437, 24766045, 3680102, 19984919, 622010, 28747849, 5568509, 2545482, 2039426, 15507607, 18072004, 7103023, 5547214, 5219565, 7546126, 6146032, 3574179, 2017782, 3369486, 2550413, 11242148, 10881995, 3435868, 5934461, 11579264, 102319, 19271599, 12259, 3559456, 7983711, 5812938, 19526411, 8311575, 5837613, 24180036, 9917992, 7861874, 4052635, 8533832, 7510084, 20248915, 5495457, 31120124, 4823908, 867333, 6298737, 10697900, 27246069, 28280425, 28280428, 21635030, 28260972, 28260974, 26196792, 22540462, 25814839, 25814842, 23215588, 3189650, 11911520, 19926413, 3986528, 8197240, 2743119, 5152308, 12656694, 17626140, 12138061, 27834993, 19210381, 3263748, 6668580, 9749010, 15319625, 10715871, 4580412, 2024744, 19498529, 11429515, 17835687, 3237644, 3901207, 3671852, 116645, 272582, 20588993, 6925145, 6597647, 5778459, 4533555, 5934450, 14479332, 16076971, 2216138, 5264028, 7886754, 29415340, 7518165, 13457440, 18192453, 637404, 15031566, 1351171, 27661680, 26300688, 25814860, 24476258, 26770067, 9184812, 3824400, 9888207, 6133079, 10512404, 24576592, 11950955, 1247632, 5409549, 12831510, 5580626, 5434637, 6240223, 15071722, 19987742, 19988297, 28331433, 28280436, 3086559, 28280433, 24580439, 26451544, 27471432, 25814863, 25814867, 23368550, 23215587, 8323367, 4227990, 4016030, 17305893, 5384935, 16641579, 5615498, 9500320, 14219813, 3292569, 7650822, 28316489, 4595814, 17563765, 7913597, 1008402, 26764216, 869596, 8594665, 12117946, 1247222, 13961504, 2173313, 2255283, 20785927, 10071349, 1838568, 10432046, 7171921, 17207151, 10801207, 2880015, 9540254, 2569342, 14169414, 13481530, 6919900, 9861325, 11827425, 12294409, 11049697, 21289756, 12082387, 15858967, 8994142, 10378758, 4414989, 10190478, 11304828, 22400827, 26900343, 3475731, 3769457, 17767960, 16476171, 33034464, 5546175, 861907, 3354969, 1192335, 4420815, 26031541, 21920587, 19988040, 26269691, 26041974, 26213489, 9787758, 2076037, 15169480, 16220374, 8324706, 3524511, 29691857, 20910508, 12736777, 1139515, 22553437, 16429118, 19986111, 19987172, 28316490, 24160592, 25768755, 25955046, 25814840, 25814856, 460690, 10701024, 11440514, 7934483, 17405207, 9885456, 8199866, 6774562, 6611617, 1501333, 14216111, 10252441, 1913253, 13776656, 7911923, 28260981, 28316494, 11575415, 23273967, 2261605, 13681308, 4490360, 13575327, 15722032, 13494420, 1895193, 29657994, 19319780, 3452115, 13610488, 9850383, 1970442, 11907381, 9548188, 10523085, 2552718, 35706093, 7247374, 8730300, 11549532, 375713, 11213931, 16981107, 21421578, 6938381, 9191330, 28316503, 28775664, 28280450, 10828720, 20366304, 30932529]",M,GB0010996,True
1411,GB0011003,Julia,Scott,[23147712],,GB0011003,True
8387,,Jacqueline Sheriod,Scott,[],J,GB0011003,True
8678,,Jecinta,Scott,[],J,GB0011003,True
24243,,Julius Xavier,Scott,"[14658540, 19439863, 29207714, 27559262]",J,GB0011003,True
42314,,James D,Scott,"[26839967, 21438148]",J,GB0011003,True
46273,,Jamie K,Scott,"[15066434, 17445828, 26421752, 18198210, 21880764, 12719580, 27557809, 24589717, 25517297]",J,GB0011003,True
46798,,Janet T,Scott,"[30014839, 31953031, 29572862, 29126296, 35592326, 22693327, 34210789, 34351016, 26983037, 28624250, 28628441, 29458832, 36319644, 36224173, 23143773, 28760310, 35794549, 32134433, 28094207, 35114994, 35672086, 27507822, 15496239, 34386785, 34581622, 33692181, 33213530, 29800941, 28256310, 33505020, 29020205]",J,GB0011003,True
55027,,James Graham,Scott,"[27331661, 34903265, 28219025, 14592003, 34368934, 31034019, 31067987, 29958751, 30715540, 32722960, 28829181, 27521576, 33355478, 35466762, 30553149, 28704729, 33922573, 33170261, 30649197, 27343567, 32492163, 34591106, 25991762, 23686161, 33926246, 30641349, 30905130, 33431614, 34883421, 25446659, 35753121, 23630393, 31529267, 32515058, 24785607, 31345273, 31444516, 33345799, 35315149, 23245607, 23245608, 21813264, 35915336, 29528933, 21239145, 34547662, 35041256, 32330863, 35549976, 32701762, 24447211, 26321261, 35977775, 30605798, 31533868, 22204498, 30826577, 26056058, 26875097, 25466434, 27374323, 34190422, 31668728, 35394862, 34330890, 28384795, 34211410, 32644990, 29762765, 27832319, 34748711, 30918489, 32950656, 33509317, 26364544, 31758357, 26858436]",J,GB0011003,True
61172,,Jeffrey F,Scott,"[36266509, 31843656, 32478867, 34906666, 35466434, 26300528]",J,GB0011003,True
72059,,Jeffrey W,Scott,"[27681579, 28729021, 25193431, 23589214, 25648347, 18927309]",J,GB0011003,True
99964,,James S,Scott,"[23088558, 18633541, 22061639, 32017532, 33335676, 22691057, 22545772, 26101059, 18821532, 30189136, 17154218, 32952731, 26020544, 28451314, 24422550, 23321771, 33091850, 23628336, 30411895, 25790336, 23153367, 17869514, 34763600, 31620239, 29398441, 35920716, 23013933, 35439688, 29226938, 36043503, 26878898, 32706492, 32910656, 19204960, 29172502, 33900758, 31417667, 29655612, 12599474]",J,GB0011003,True
102146,,John E S,Scott,"[21643506, 20161844, 29309787, 32441190, 24692691, 18028865, 19160090, 18836225, 12694730, 33177525, 19551359, 20161835, 17216672, 20510879, 19753304, 23134735, 26056008, 14998760, 12005527, 16581860, 24780296, 32828275, 15877410, 21051639, 12681281, 20096260, 15302826, 22535688, 18480472, 15662711]",J,GB0011003,True
134851,,John W.,Scott,"[28642965, 34064651, 32932305, 31662346, 14722619, 31993556, 26592523, 24332941, 35213467, 34264658, 32890341, 35120061, 31189568, 28669532, 27655172, 33376809, 30601888, 32539212, 32473962, 18973926, 22284532, 20974912, 16354743, 29889681, 26028987, 27542434, 33214490, 30265588, 28431415, 30694984, 30619997, 32719536, 34826691, 25742316, 22352329, 35741020, 26024619, 35665195, 30359835, 34252061, 33653613, 25076841, 21669867, 29534818, 27405180, 26916816, 34914661, 27185745, 21680840, 28267694, 33513781, 33318907, 28535362, 31618011, 32541229, 32869834, 35730433, 28000716, 12829246, 32293925, 32459449, 32756908, 25911458, 16644800, 30145999, 26313095, 31033884, 26091167, 29531836, 32518836, 25736509, 17937905, 18036955, 35994265, 19022182, 32917385, 36129695, 33443987, 35444147, 31547152, 21883550, 15561763, 26395653, 25454615, 33279837, 35393377, 32913128, 32301881, 33680736, 28508237, 33847752, 22870280, 24740287, 31000529, 32216002, 19273088, 33561010, 11902845, 35940052, 28420542, 34876285, 28257319, 16002132, 35172150, 31995142, 34294909, 33640844, 29480474, 30758531, 27712875, 35086694, 35811165, 34108424, 34141529, 19723702, 35977183, 33127741, 28230171, 17215498, 34890851, 33549849, 31524838, 35552369, 15877279, 29303683, 33351453, 30673061, 32541230, 28151799, 33919972, 32970154, 27760245, 36017938, 27367865, 29695504, 30780485, 35500193, 30456094, 27802091, 33907897, 34269716, 33607436, 29851910, 34144560, 32965486, 35129477, 25561653, 17667862, 28975244, 35562082, 21871325, 33406095, 19218523, 31114006, 24595038, 27120712, 14767312, 25122665, 26141468, 27486003, 27851851, 25994248, 31095067, 12203693, 18842957, 29365029, 33824978, 29074364, 28688519, 17255938, 29251701, 24501345, 26501705, 23029069, 15919715, 30174142, 16740644, 35977304, 35358106, 28924239, 20855892, 23555305, 32610071, 26220779, 36218652, 35468113, 33798773, 34259310, 28394867, 31902690, 29937016, 32723421, 34952054, 28169980, 26958790, 31941153, 28336748, 28140382, 28732195, 29781847, 32108892, 29783765, 35675800, 24746562, 26952388, 29657085]",J,GB0011003,True
139977,,Jan L,Scott,"[34419186, 31679171, 34816593, 16816299, 15541065, 25505669, 28782812, 33964166, 22533805, 33052390, 32564511, 12019661, 20194541, 32536571, 26763505, 30567821, 35619042, 12519098, 28188672, 29306697, 12399349, 21967890, 27768563, 26818811, 34814971, 12571427, 27908857, 28959452, 34923619, 29550775, 27750061, 20836694, 32731764, 15826737, 31552554, 16260818, 16551673, 25537785, 35288205, 35182537, 26842260, 30186186, 28155205, 29334880, 35694845, 16332282, 35501581, 26655861, 16140444, 27872258, 21778171, 27284079, 33183364, 29747713, 21852075, 12611785, 35224810, 18550030, 24713617, 34145010, 30485651, 26243349, 35456294, 18845592, 11967875, 26458896, 33638252, 31609530, 30074118, 33220191, 33581466, 26209962, 25063960, 33584378, 16972160, 32898820, 25505687, 32191172, 34595593, 21729994, 27498112, 11939969, 34486201, 34979451, 19880823, 24305108, 17391348, 31647321, 25061342, 34174130, 19101038, 34011424, 33495109, 32394576, 33689801, 34832854, 16582056, 16880480, 28155207, 27533022, 34086749, 16787554, 20392498, 25016347, 23413104, 19810955, 29511876, 35215246, 12738039, 35121271, 18087202, 27557821, 33541809, 32229519, 32066687, 27882644, 24215120, 34698968, 17367751, 35850690, 16551672, 14585788, 29691917, 28175944, 15146338, 31466131, 17936590, 33861872, 31865210, 34291808, 32916374, 30166311, 27253214, 29516743, 32564457, 33549912, 29097357, 30308490, 33098168, 26932480, 26360451, 15207927, 33330966, 27761983, 24389145, 31370871, 33215273, 23223893, 29258468, 31128591, 33258017, 35526432, 33328044, 34474508, 25213156, 35063584, 32052564, 34183350, 22944191, 28155204, 28647537, 24461633, 19284929, 32621794, 12738048, 34332361, 17391350, 12411230, 29355726, 34664340, 30339112, 28865369, 34607722, 31461129, 30149337, 23301947, 33986245, 36018259, 24655758, 17060250, 32954412, 30238791, 30666789, 24048295, 27620325, 23271744]",J,GB0011003,True
139991,,J Anthony G,Scott,"[2269710, 1155984, 8955377, 7743224, 34973474, 1550414, 29141606, 10955707, 29209590, 10859625, 29472635, 21903251, 15842029, 30784634, 16269467, 2539680, 23347702, 17613557, 22692700, 4179013, 2117791, 19747721, 7525308, 7820594, 23877925, 30038420, 2677202, 1989185, 383720, 1891388, 2219353, 4185435, 8478113, 35610265, 11001738, 12738631, 30073636, 9069519, 21358035, 12543744, 34498446, 9234530, 31451441, 16707013, 19591494, 30830952, 8910553, 2882269, 8453425, 10583574, 28442231, 23369797, 15942058, 11830202, 1289129, 8943121, 9480900, 8602297, 32264249, 11953734, 15480733, 9502298, 9466941, 14283758, 10825036, 10770305, 24695591, 22544844, 34472576, 34472577, 9536755, 12781932, 2624190, 6524680, 28381468, 2167539, 857619, 12000549, 26615457, 11411897, 1287915, 8137128, 31370048, 10497201, 10104097, 30879408, 7224238, 7519200, 34651130, 26590799, 1654605, 1097574, 33275767, 11059998, 17220849, 15550013, 22169348, 16435215, 23742656, 4835673, 3133881, 11687047, 25057351, 12048485, 3136074, 1923787, 2383130, 28992220, 7496811, 1860836, 25487355, 23750825, 30337597, 7859046, 192084, 23719598, 2486562, 4813230, 11072063, 2389371, 2389373, 1111765, 9664297, 8223941, 7929081, 2620807, 4914684, 373841, 25913887, 7790668, 28668230, 7607223, 7492548, 7887473, 13689291, 3435712, 10934475, 1052488, 26613837, 9400511, 28575358, 28575363, 28575368, 28575375, 34166626, 26057994, 10886718, 4426688, 2904569, 26412384, 24118031, 10739514, 8213204, 9118298, 309672, 7925653, 15286167, 16238881, 9843827, 32431288, 13567717, 107631, 10486021, 19367803, 13503261, 23169974, 15797893, 8066374, 17995293, 6559308, 8952374, 12917938, 29099225, 29725242, 29400511, 28388200, 26918975, 29053306, 28575356, 28575361, 28575365, 20715907, 24331112, 31111870, 35577452, 15598261, 2997724, 18413657, 1566407, 12946081, 9097946, 26312835, 9061721, 15155637, 20623775, 8626596, 8872475, 8985632, 28345042, 35866869, 29523850, 23877327, 11726969, 24515241, 10706011, 98764, 10618279, 10593800, 29976374, 26083474, 26575273, 3212045, 8521109, 11273851, 15402722, 18843635, 8162076, 11635594, 11766973, 23106359, 26252157, 16028655, 8983615, 4920450, 26449944, 29576305, 21240837, 14621793, 35444321, 24745400, 29864331, 27081965, 32818163, 30822067, 32798114, 28575371, 34448739, 22403223, 22403238, 26018599, 2872432, 16272179, 2463520, 32217226, 25599982, 16051240, 4726074, 2760031, 18455974, 16097114, 8593580, 9150818, 1221934, 9479499, 24651511, 12101439, 10562742, 15905304, 34223079, 1095087, 28784282, 35862419, 8206658, 15448451, 375370, 769302, 13909946, 33407950, 10471174, 20236537, 7063831, 15944106, 27151400, 7884709, 1757718, 32395823, 20600489, 22829650, 27352637, 6839910, 25845628, 9854891, 2679212, 5432598, 10708611, 7989640, 2517580, 26733528, 14118016, 22441543, 21394130, 5436433, 10613906, 8419928, 4586509, 2030940, 24804927, 536357, 2963600, 10337620, 21171993, 11468040, 9878414, 13867361, 33327403, 8653492, 10510118, 21227287, 1452471, 13085328, 13806339, 17095350, 28082531, 17223910, 12101452, 20484391, 34660838, 10450374, 16981111, 29588414, 10036224, 10893406, 29062918, 9822632, 4637522, 10781545, 2323474, 3201688, 23888463, 19071957, 28739116, 11077263, 8030953, 8030959, 8096496, 25103393, 2624801, 7867814, 19763535, 10425810, 31169034, 19214372, 5118780, 9916795, 11847848, 28393749, 7526948, 11251534, 12923209, 8535724, 27367378, 28388180, 28621973, 31702344, 31386391, 28575354, 28575374, 28575369, 22403228, 18413374, 3556259, 8020907, 7528941, 15635111, 18020484, 16625529, 27901150, 3372144, 29181453, 8125992, 2343754, 33918127, 13554798, 12101445, 14283757, 12791880, 8291570, 23758733, 29460738, 25725445, 921341, 7999306, 8098452, 15766335, 27202521, 5248082, 7706266, 24483700, 2235222, 20508037, 8603218, 23861242, 33649054, 1412708, 3396665, 1612287, 1911556, 1683982, 2701470, 23019590, 9797935, 9543106, 26811918, 10690134, 17768499, 7414185, 8103818, 15346229, 8203015, 1649450, 1289153, 10661322, 16035997, 1618839, 11744573, 1619466, 4863915, 23443562, 10074940, 7487567, 1688435, 8407891, 9915855, 8310511, 19943275, 23679003, 23220485, 1462768, 18568283, 11719911, 7624043, 31610531, 30824104, 4904643, 32397060, 13490422, 16210483, 14834355, 32562647, 28729018, 9888637, 31646608, 14017521, 7988703, 11003371, 8906598, 32861357, 36269354, 24079751, 7958023, 24637181, 18248771, 2389453, 3144593, 16513978, 31129126, 7970151, 9182738, 25534496, 435419, 24553294, 24782954, 25405552, 24094986, 2206215, 16199490, 9875874, 18232925, 11450178, 4635719, 6440647, 30689212, 10865359, 17713980, 13749371, 28789913, 2968754, 9850283, 31280724, 3362967, 9623611, 12540022, 7821463, 22403232, 22403235, 1989186, 646974, 8347539, 11493322, 35283332, 11592953, 1926502, 14018903, 9267995, 23194640, 17825123, 687899, 9011072, 30387654, 32955328, 28575355, 22403225, 8783696, 17694436, 3621347, 7672294, 18616362, 10890433, 8199795, 8789622, 2334553, 24846834, 17277751, 26125192, 8071315, 27896138, 8825261, 26814971, 1124951, 9874151, 8596381, 10333327, 9186791, 1323890, 29734127, 29179141, 22363489, 8503549, 4505854, 28524816, 20825373, 8407895, 10997670, 5920595, 24074230, 8476832, 30202163, 18602756, 1858688, 19258600, 9429757, 17622259, 15198643, 4745790, 2389370, 3341578, 26509274, 20385827, 19693079, 11355798, 10819864, 21370279, 22677976, 10855898, 7287426, 36187498, 8884014, 4101341, 2579187, 15359254, 11007540, 32536341, 19954568, 14289441, 13795888, 23332563, 9868658, 12134258, 22133536, 25822834, 19793639, 21825652, 17303745, 8194761, 1871797, 1806628, 24908150, 29168218, 2495645, 21512619, 32971052, 30620068, 7782638, 16473125, 11668165, 13806340, 12152789, 10576167, 17228346, 11181869, 10187881, 27236921, 25382665, 11409459, 36018710, 33015351, 22243300, 28575367, 32710751, 19741073, 28592303, 2876424, 3763409, 2414730, 3332766, 2997725, 2997727, 25969470, 19523202, 843115, 686859, 20026686, 15699021, 25526109, 14759724, 25236632, 31517041, 33801760, 34172732, 36240176, 33177105, 4101342, 28960271, 34850507, 16160964, 10671474, 8506606, 18942059, 8028526, 8815804, 3671502, 657484, 27789669, 8752080, 11275501, 1379703, 8621616, 11767849, 16945931, 1512224, 34870263, 13047517, 25335914, 26876538, 17603555, 14621788, 30416017, 11279789, 25108395, 2302177, 1614750, 10167440, 18162940, 31008248, 9512993, 31598664, 1387338, 1190852, 20720688, 6859957, 5058931, 1782500, 8566423, 7747789, 12597606, 23215329, 8109832, 26853149, 7913470, 20562627, 26068162, 10274085, 2147685, 6407591, 17417643, 18302656, 9063256, 5656008, 29020230, 10342541, 9327030, 11227760, 1659595, 15980390, 1366533, 14113819, 2382896, 20865313, 1499707, 6906627, 28369709, 26108915, 21490188, 2681764, 7958033, 1896087, 13562105, 6025606, 12644827, 32338966, 10745139, 21690766, 2488722, 18382741, 34340858, 1637769, 8692961, 36018635, 4184227, 19798075, 11181995, 28247389, 9259653, 2139467, 13821779, 11070032, 9415975, 30576173, 27314708, 33883479, 28575360, 28575362, 28575366, 34448742, 27838672, 22403224, 25918992, 23463624, 3064572, 28179853, 9473338, 19822218, 15803171, 18450793, 35914832, 10573014, 10729292, 12582551, 2725831, 19465626, 8159245, 15500306, 15139892, 27165848, 24282605, 34702829, 31000132, 11340395, 15731427, 8030955, 30542660, 21401259, 9801726, 8654894, 3805335, 2789667, 18420069, 1446425, 6361643, 23106636, 3282068, 9672061, 1480316, 21469803, 16915279, 2694407, 4890040, 3284603, 12001018, 1450221, 13509000, 21865175, 7185964, 13576269, 18262481, 1715063, 8104864, 14331087, 7908907, 8728479, 1290604, 11547825, 28948624, 10861250, 14695861, 10567247, 25444398, 12535506, 30787300, 34228033, 29083501, 8505581, 10669082, 14044280, 3362966, 24465570, 1757715, 11096921, 2380805, 34591862, 21389458, 8219175, 10480973, 10481235, 2355270, 24244390, 8941778, 8941793, 22212878, 19788358, 1373530, 2389369, 14120838, 2685306, 9566792, 1670913, 8847204, 10799420, 740852, 10506147, 9688505, 9708749, 2125466, 10220382, 11423146, 17346383, 10665619, 10706855, 33593938, 32341462, 7664034, 2903181, 9268302, 2326868, 11535074, 1639804, 11437479, 4818712, 30935484, 2231089, 26446760, 4689833, 5476673, 15405521, 2200466, 9245986, 24581821, 4102068, 11508341, 3183833, 14444230, 6402367, 32852888, 33248481, 22403226, 22403227, 22403236, 27185343, 26518793, 1851558, 2760026, 27066819, 2123727, 10252023, 30318669, 21406835, 28190254, 1877860, 2533641, 11741600, 8792624, 1748210, 22523268, 22228619, 24785206, 15839865, 11252653, 24445543, 26786507, 2243568, 8044421, 2933062, 23642792, 17155506, 8702171, 21646962, 18927690, 16896110, 33706738, 17028081, 4117710, 3331333, 32068882, 21910936, 20501927, 19191619, 25844085, 2547468, 26501117, 19226734, 16441673, 10970116, 9823906, 11495165, 31000194, 15788839, 24964940, 27979807, 7959015, 2159311, 11269324, 63824, 29457219, 4586511, 8682973, 5308136, 28442230, 1281008, 7592005, 14575200, 2730518, 8157495, 27081966, 28575372, 28689664, 4054502, 11696162, 2606364, 3417667, 2997726, 26690933, 7721854, 15907859, 19198531, 16640726, 34827255, 9716449, 7591990, 2680349, 12138059, 18003715, 3620490, 30737467, 34213926, 27367379, 32908328, 29547330, 19392186, 28575370, 28575373, 29739408, 16765742, 6948783, 3786150, 26360383, 9175732, 25200568, 1318232, 30974070, 7905481, 9838993, 4170162, 7676905, 24421376, 27829689, 4827109, 11118616, 21998426, 12791361, 11285229, 1815342, 2373961, 21346921, 28097648, 2014535, 10796807, 20431383, 5522063, 8897733, 1885564, 11388957, 17845381, 12209373, 3362104, 8049184, 22271019, 17618414, 23418502, 28924198, 27810725, 36265326, 9887694, 7561398, 1958673, 11264859, 34465394, 26307501, 22212870, 32076080, 9171835, 4715551, 11171423, 27391752, 20674431, 24836003, 21690739, 22084510, 25032916, 17116188, 19819774, 18024540, 3781845, 33893491, 34618602, 2591593, 33684160, 721291, 15107361, 11405028, 9242464, 16877996, 31002067, 12160535, 23826268, 29725073, 7705334, 17699645, 4494699, 7935359, 11572673, 10426700, 30906883, 18651787, 8886948, 21863603]",J,GB0011003,True
