Datasource;;;;;;;;;;;;1;1
;Datasource;;;;;;;;;Datasource;;1;1
Specialty;;;;;;;;;;;;1;1
;role;;;;;;;;;role;;1;1
Country;;;;;;;;;;;;1;1
;countries_scope;;;;;;;;;countries_scope;;1;1
Territory;;;;;;;;;;;;1;1
;Territory;;;;;;;;;Territory;;1;1
PDS type;;;;;;;;;;;;1;1
;PDS type;;;;;;;;;PDS type;;1;1
PDS-lieur d’exercise;;;;;;;;;;;;1;1
;PDS-lieur d’exercise;;;;;;;;;PDS-lieur d’exercise;;1;1
PDS titre;;;;;;;;;;;;;
;PDS titre;;;;;;;;;PDS titre;;;
